ID;Loan_duration_in_month;Purpose;Loan_Amount;Occupation;Monthly_Income;Length_Employment;Marital_Status;Residential_Property_Status;Home_Address;Office_Address;Age;Present_Residence_Since;Email_Domain_Type
ABC0615;3;electronics;50;permanent_employee;a. Less 100;d. 4-7 years;single;own;Area_4;Area_3;22;a. Less1 year;Public_Domain
ABC0616;6;business_loan;300;unemployed;e. More 2000;c. 1-4 years;married;own;Area_1;Area_1;48;b. 1-5 years;Professional_Domain
ABC0617;6;electronics;200;unemployed;e. More 2000;c. 1-4 years;married;family_owned;Area_4;Area_2;27;b. 1-5 years;Public_Domain
ABC0618;1;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;married;rent;Area_4;Area_4;37;c. 5-10 years;Professional_Domain
ABC0619;1;electronics;100;permanent_employee;b. 100 - 500;c. 1-4 years;single;rent;Area_3;Area_2;21;d. More10 years;Professional_Domain
ABC0620;6;household_appliances;50;self-employed;a. Less 100;c. 1-4 years;divorced;own;Area_2;Area_2;49;b. 1-5 years;Public_Domain
ABC0621;3;business_loan;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_3;Area_3;27;c. 5-10 years;Professional_Domain
ABC0622;6;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_1;Area_4;32;b. 1-5 years;Public_Domain
ABC0623;6;business_loan;100;permanent_employee;e. More 2000;c. 1-4 years;divorced;own;Area_3;Area_3;38;b. 1-5 years;Public_Domain
ABC0624;2;electronics;50;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_1;Area_4;22;a. Less1 year;Public_Domain
ABC0625;3;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;married;family_owned;Area_2;Area_4;65;d. More10 years;Public_Domain
ABC0626;3;electronics;50;permanent_employee;e. More 2000;e. More7 years;married;own;Area_1;Area_3;35;b. 1-5 years;Public_Domain
ABC0627;1;household_appliances;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_3;Area_2;41;b. 1-5 years;Public_Domain
ABC0628;1;education;50;permanent_employee;b. 100 - 500;d. 4-7 years;married;own;Area_2;Area_4;29;c. 5-10 years;Public_Domain
ABC0629;6;electronics;100;permanent_employee;c. 500 - 1000;c. 1-4 years;married;own;Area_1;Area_3;36;d. More10 years;Professional_Domain
ABC0630;6;food;100;self-employed;e. More 2000;e. More7 years;married;own;Area_4;Area_2;64;d. More10 years;Professional_Domain
ABC0631;1;education;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_2;Area_2;28;d. More10 years;Public_Domain
ABC0632;1;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_2;Area_4;44;c. 5-10 years;Public_Domain
ABC0633;3;education;50;permanent_employee;e. More 2000;b. Less1 years;married;own;Area_1;Area_2;23;a. Less1 year;Public_Domain
ABC0634;1;vacation;50;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_2;Area_1;19;b. 1-5 years;Public_Domain
ABC0635;1;household_appliances;50;self-employed;a. Less 100;b. Less1 years;single;own;Area_1;Area_2;25;d. More10 years;Public_Domain
ABC0636;6;food;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_4;Area_4;47;d. More10 years;Public_Domain
ABC0637;4;electronics;50;permanent_employee;c. 500 - 1000;d. 4-7 years;single;own;Area_4;Area_1;28;a. Less1 year;Public_Domain
ABC0638;6;household_appliances;300;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_4;21;d. More10 years;Professional_Domain
ABC0639;6;household_appliances;50;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_3;Area_2;34;c. 5-10 years;Public_Domain
ABC0640;1;household_appliances;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_4;Area_2;26;b. 1-5 years;Public_Domain
ABC0641;3;food;50;contract_employee;a. Less 100;a. unemployed;single;own;Area_4;Area_2;27;a. Less1 year;Public_Domain
ABC0642;6;vacation;50;self-employed;a. Less 100;e. More7 years;married;own;Area_2;Area_3;38;d. More10 years;Public_Domain
ABC0643;3;food;100;unemployed;b. 100 - 500;c. 1-4 years;married;own;Area_2;Area_1;40;b. 1-5 years;Public_Domain
ABC0644;1;household_appliances;50;permanent_employee;a. Less 100;d. 4-7 years;divorced;own;Area_1;Area_2;33;b. 1-5 years;Public_Domain
ABC0645;1;electronics;50;unemployed;a. Less 100;d. 4-7 years;divorced;own;Area_1;Area_1;32;a. Less1 year;Public_Domain
ABC0646;5;business_loan;200;permanent_employee;e. More 2000;b. Less1 years;married;rent;Area_1;Area_3;27;d. More10 years;Professional_Domain
ABC0647;5;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_1;Area_3;32;b. 1-5 years;Public_Domain
ABC0648;6;electronics;50;permanent_employee;c. 500 - 1000;c. 1-4 years;single;own;Area_2;Area_3;26;b. 1-5 years;Public_Domain
ABC0649;1;food;50;permanent_employee;a. Less 100;d. 4-7 years;married;family_owned;Area_3;Area_3;38;c. 5-10 years;Public_Domain
ABC0650;1;food;50;self-employed;a. Less 100;c. 1-4 years;married;rent;Area_4;Area_2;40;d. More10 years;Public_Domain
ABC0651;6;food;200;unemployed;a. Less 100;d. 4-7 years;married;family_owned;Area_1;Area_1;50;a. Less1 year;Professional_Domain
ABC0652;3;electronics;50;self-employed;a. Less 100;c. 1-4 years;married;own;Area_2;Area_3;37;b. 1-5 years;Public_Domain
ABC0653;1;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_1;Area_3;45;a. Less1 year;Public_Domain
ABC0654;5;electronics;200;unemployed;b. 100 - 500;e. More7 years;married;own;Area_3;Area_3;42;d. More10 years;Public_Domain
ABC0655;4;business_loan;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_3;Area_4;35;c. 5-10 years;Public_Domain
ABC0656;6;electronics;100;permanent_employee;a. Less 100;a. unemployed;married;family_owned;Area_3;Area_2;22;d. More10 years;Professional_Domain
ABC0657;6;electronics;50;self-employed;a. Less 100;e. More7 years;married;own;Area_2;Area_1;41;d. More10 years;Public_Domain
ABC0658;6;household_appliances;300;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_1;Area_4;37;c. 5-10 years;Professional_Domain
ABC0659;5;business_loan;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_3;Area_4;28;a. Less1 year;Public_Domain
ABC0660;3;electronics;200;permanent_employee;a. Less 100;e. More7 years;married;own;Area_3;Area_1;41;a. Less1 year;Professional_Domain
ABC0661;1;household_appliances;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;rent;Area_1;Area_1;23;d. More10 years;Public_Domain
ABC0662;6;vacation;50;permanent_employee;e. More 2000;c. 1-4 years;divorced;own;Area_2;Area_4;23;b. 1-5 years;Public_Domain
ABC0663;3;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_3;50;b. 1-5 years;Public_Domain
ABC0664;1;vacation;50;unemployed;a. Less 100;a. unemployed;married;own;Area_1;Area_2;35;a. Less1 year;Public_Domain
ABC0665;6;food;50;self-employed;a. Less 100;c. 1-4 years;single;own;Area_2;Area_1;50;d. More10 years;Public_Domain
ABC0666;4;household_appliances;200;unemployed;a. Less 100;a. unemployed;married;own;Area_1;Area_1;27;b. 1-5 years;Public_Domain
ABC0667;1;electronics;100;permanent_employee;d. 1000 - 2000;c. 1-4 years;married;own;Area_3;Area_1;34;b. 1-5 years;Public_Domain
ABC0668;6;business_loan;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_2;Area_4;27;a. Less1 year;Professional_Domain
ABC0669;6;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;rent;Area_1;Area_2;43;d. More10 years;Public_Domain
ABC0670;5;household_appliances;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_1;Area_3;47;d. More10 years;Public_Domain
ABC0671;4;business_loan;100;self-employed;b. 100 - 500;c. 1-4 years;married;own;Area_1;Area_4;27;c. 5-10 years;Professional_Domain
ABC0672;5;business_loan;200;permanent_employee;b. 100 - 500;d. 4-7 years;married;own;Area_3;Area_2;31;b. 1-5 years;Professional_Domain
ABC0673;6;electronics;300;unemployed;a. Less 100;e. More7 years;married;own;Area_4;Area_4;42;d. More10 years;Professional_Domain
ABC0674;1;education;100;permanent_employee;c. 500 - 1000;c. 1-4 years;divorced;own;Area_4;Area_2;24;b. 1-5 years;Public_Domain
ABC0675;3;business_loan;100;self-employed;c. 500 - 1000;b. Less1 years;married;own;Area_4;Area_4;41;b. 1-5 years;Public_Domain
ABC0676;5;household_appliances;100;unemployed;a. Less 100;d. 4-7 years;single;rent;Area_2;Area_1;26;d. More10 years;Public_Domain
ABC0677;1;electronics;200;permanent_employee;a. Less 100;e. More7 years;married;own;Area_1;Area_4;33;d. More10 years;Public_Domain
ABC0678;1;electronics;200;permanent_employee;b. 100 - 500;c. 1-4 years;divorced;own;Area_4;Area_3;24;b. 1-5 years;Public_Domain
ABC0679;4;electronics;100;self-employed;a. Less 100;e. More7 years;married;rent;Area_4;Area_4;64;d. More10 years;Public_Domain
ABC0680;3;electronics;50;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_2;Area_1;26;a. Less1 year;Public_Domain
ABC0681;3;food;50;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_3;Area_3;56;b. 1-5 years;Public_Domain
ABC0682;2;electronics;100;permanent_employee;e. More 2000;c. 1-4 years;married;family_owned;Area_1;Area_1;37;d. More10 years;Public_Domain
ABC0683;3;household_appliances;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_2;Area_3;33;c. 5-10 years;Public_Domain
ABC0684;4;household_appliances;200;permanent_employee;a. Less 100;b. Less1 years;divorced;family_owned;Area_2;Area_3;47;c. 5-10 years;Public_Domain
ABC0685;5;business_loan;200;self-employed;b. 100 - 500;d. 4-7 years;married;own;Area_3;Area_3;31;c. 5-10 years;Professional_Domain
ABC0686;6;vacation;200;permanent_employee;e. More 2000;c. 1-4 years;married;family_owned;Area_2;Area_4;34;d. More10 years;Professional_Domain
ABC0687;2;electronics;50;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_2;Area_1;27;b. 1-5 years;Public_Domain
ABC0688;5;vacation;100;permanent_employee;b. 100 - 500;e. More7 years;married;family_owned;Area_4;Area_1;30;c. 5-10 years;Public_Domain
ABC0689;1;vacation;100;permanent_employee;b. 100 - 500;e. More7 years;married;own;Area_2;Area_2;35;d. More10 years;Public_Domain
ABC0690;6;food;100;permanent_employee;d. 1000 - 2000;c. 1-4 years;married;own;Area_2;Area_2;31;c. 5-10 years;Professional_Domain
ABC0691;3;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_3;Area_1;25;c. 5-10 years;Public_Domain
ABC0692;6;vacation;100;self-employed;b. 100 - 500;c. 1-4 years;single;own;Area_2;Area_3;25;b. 1-5 years;Public_Domain
ABC0693;6;electronics;100;permanent_employee;b. 100 - 500;b. Less1 years;married;own;Area_2;Area_3;29;a. Less1 year;Public_Domain
ABC0694;1;education;100;self-employed;e. More 2000;b. Less1 years;married;own;Area_1;Area_2;44;c. 5-10 years;Public_Domain
ABC0695;1;household_appliances;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_1;Area_1;28;b. 1-5 years;Public_Domain
ABC0696;1;business_loan;50;permanent_employee;c. 500 - 1000;c. 1-4 years;married;rent;Area_2;Area_2;50;d. More10 years;Public_Domain
ABC0697;6;household_appliances;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_4;Area_2;29;c. 5-10 years;Public_Domain
ABC0698;6;food;50;contract_employee;a. Less 100;a. unemployed;single;own;Area_1;Area_2;38;b. 1-5 years;Public_Domain
ABC0699;3;household_appliances;50;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_3;Area_3;24;b. 1-5 years;Public_Domain
ABC0700;3;food;50;unemployed;a. Less 100;e. More7 years;married;rent;Area_1;Area_3;40;d. More10 years;Public_Domain
ABC0701;2;electronics;50;self-employed;c. 500 - 1000;c. 1-4 years;single;rent;Area_3;Area_4;29;d. More10 years;Public_Domain
ABC0702;6;business_loan;200;permanent_employee;a. Less 100;e. More7 years;married;family_owned;Area_1;Area_3;46;d. More10 years;Public_Domain
ABC0703;4;household_appliances;50;permanent_employee;b. 100 - 500;e. More7 years;single;family_owned;Area_1;Area_4;47;b. 1-5 years;Public_Domain
ABC0704;5;business_loan;100;permanent_employee;b. 100 - 500;e. More7 years;married;own;Area_2;Area_2;41;b. 1-5 years;Public_Domain
ABC0705;4;business_loan;100;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_3;Area_2;32;a. Less1 year;Public_Domain
ABC0706;3;education;200;permanent_employee;c. 500 - 1000;e. More7 years;single;family_owned;Area_2;Area_2;35;d. More10 years;Public_Domain
ABC0707;1;household_appliances;200;permanent_employee;b. 100 - 500;d. 4-7 years;married;own;Area_1;Area_2;24;b. 1-5 years;Professional_Domain
ABC0708;1;electronics;100;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_1;Area_4;25;c. 5-10 years;Public_Domain
ABC0709;1;food;50;permanent_employee;a. Less 100;e. More7 years;single;own;Area_1;Area_2;25;d. More10 years;Public_Domain
ABC0710;6;food;100;self-employed;a. Less 100;c. 1-4 years;married;own;Area_1;Area_4;37;b. 1-5 years;Public_Domain
ABC0711;1;electronics;50;unemployed;c. 500 - 1000;e. More7 years;married;own;Area_1;Area_4;32;c. 5-10 years;Public_Domain
ABC0712;3;food;50;permanent_employee;a. Less 100;e. More7 years;single;family_owned;Area_1;Area_2;35;d. More10 years;Public_Domain
ABC0713;3;business_loan;100;unemployed;e. More 2000;e. More7 years;married;own;Area_1;Area_1;46;d. More10 years;Public_Domain
ABC0714;2;electronics;50;self-employed;a. Less 100;c. 1-4 years;married;own;Area_1;Area_2;25;d. More10 years;Public_Domain
ABC0715;6;food;300;unemployed;a. Less 100;d. 4-7 years;married;own;Area_4;Area_4;27;b. 1-5 years;Public_Domain
ABC0716;5;business_loan;200;permanent_employee;e. More 2000;e. More7 years;married;own;Area_1;Area_3;63;d. More10 years;Professional_Domain
ABC0717;5;electronics;100;permanent_employee;e. More 2000;e. More7 years;married;own;Area_2;Area_4;40;b. 1-5 years;Professional_Domain
ABC0718;3;electronics;50;unemployed;a. Less 100;c. 1-4 years;married;family_owned;Area_4;Area_4;32;b. 1-5 years;Public_Domain
ABC0719;6;electronics;100;permanent_employee;e. More 2000;c. 1-4 years;married;own;Area_2;Area_1;31;b. 1-5 years;Public_Domain
ABC0720;3;business_loan;200;permanent_employee;b. 100 - 500;e. More7 years;divorced;own;Area_2;Area_2;31;d. More10 years;Professional_Domain
ABC0721;2;electronics;50;unemployed;a. Less 100;b. Less1 years;married;own;Area_1;Area_2;34;b. 1-5 years;Public_Domain
ABC0722;6;food;50;permanent_employee;d. 1000 - 2000;b. Less1 years;single;rent;Area_2;Area_4;24;b. 1-5 years;Public_Domain
ABC0723;2;household_appliances;50;self-employed;a. Less 100;c. 1-4 years;single;own;Area_3;Area_3;24;b. 1-5 years;Public_Domain
ABC0724;6;food;50;self-employed;c. 500 - 1000;c. 1-4 years;single;own;Area_4;Area_1;66;c. 5-10 years;Public_Domain
ABC0725;4;household_appliances;100;permanent_employee;a. Less 100;c. 1-4 years;single;rent;Area_3;Area_1;21;c. 5-10 years;Public_Domain
ABC0726;1;education;50;self-employed;d. 1000 - 2000;c. 1-4 years;single;own;Area_3;Area_1;41;b. 1-5 years;Public_Domain
ABC0727;3;vacation;50;self-employed;c. 500 - 1000;c. 1-4 years;divorced;own;Area_1;Area_4;47;b. 1-5 years;Public_Domain
ABC0728;3;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;rent;Area_4;Area_4;25;d. More10 years;Public_Domain
ABC0729;6;household_appliances;200;permanent_employee;a. Less 100;e. More7 years;single;rent;Area_2;Area_3;59;c. 5-10 years;Professional_Domain
ABC0730;4;business_loan;50;permanent_employee;d. 1000 - 2000;c. 1-4 years;divorced;own;Area_1;Area_2;36;d. More10 years;Public_Domain
ABC0731;4;electronics;200;permanent_employee;a. Less 100;b. Less1 years;married;own;Area_2;Area_2;33;b. 1-5 years;Professional_Domain
ABC0732;3;electronics;50;self-employed;a. Less 100;c. 1-4 years;married;rent;Area_1;Area_3;21;d. More10 years;Public_Domain
ABC0733;6;electronics;50;self-employed;a. Less 100;d. 4-7 years;single;own;Area_1;Area_1;44;b. 1-5 years;Public_Domain
ABC0734;4;business_loan;100;permanent_employee;d. 1000 - 2000;c. 1-4 years;single;rent;Area_4;Area_2;28;d. More10 years;Public_Domain
ABC0735;1;education;100;permanent_employee;a. Less 100;d. 4-7 years;single;own;Area_1;Area_1;37;a. Less1 year;Professional_Domain
ABC0736;5;household_appliances;100;contract_employee;e. More 2000;b. Less1 years;single;own;Area_2;Area_3;29;b. 1-5 years;Professional_Domain
ABC0737;4;business_loan;300;unemployed;a. Less 100;c. 1-4 years;single;rent;Area_4;Area_3;23;d. More10 years;Public_Domain
ABC0738;6;food;100;self-employed;b. 100 - 500;c. 1-4 years;married;own;Area_2;Area_2;35;d. More10 years;Professional_Domain
ABC0739;1;education;200;unemployed;a. Less 100;d. 4-7 years;married;own;Area_2;Area_2;45;c. 5-10 years;Professional_Domain
ABC0740;1;business_loan;100;self-employed;b. 100 - 500;c. 1-4 years;single;rent;Area_3;Area_2;26;d. More10 years;Public_Domain
ABC0741;6;household_appliances;100;permanent_employee;b. 100 - 500;d. 4-7 years;married;own;Area_4;Area_4;32;c. 5-10 years;Public_Domain
ABC0742;3;electronics;50;self-employed;a. Less 100;c. 1-4 years;married;own;Area_3;Area_1;23;d. More10 years;Public_Domain
ABC0743;3;household_appliances;100;permanent_employee;e. More 2000;e. More7 years;married;own;Area_2;Area_1;41;c. 5-10 years;Professional_Domain
ABC0744;4;electronics;100;permanent_employee;c. 500 - 1000;c. 1-4 years;married;own;Area_3;Area_3;22;d. More10 years;Public_Domain
ABC0745;1;electronics;300;unemployed;e. More 2000;d. 4-7 years;married;own;Area_3;Area_2;30;d. More10 years;Public_Domain
ABC0746;3;business_loan;50;self-employed;a. Less 100;b. Less1 years;married;own;Area_2;Area_2;28;a. Less1 year;Public_Domain
ABC0747;3;education;100;permanent_employee;a. Less 100;a. unemployed;single;rent;Area_4;Area_2;23;d. More10 years;Public_Domain
ABC0748;1;education;50;self-employed;a. Less 100;b. Less1 years;single;own;Area_1;Area_3;37;a. Less1 year;Public_Domain
ABC0749;3;business_loan;200;permanent_employee;e. More 2000;c. 1-4 years;married;own;Area_2;Area_4;26;c. 5-10 years;Public_Domain
ABC0750;3;business_loan;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_4;33;b. 1-5 years;Professional_Domain
ABC0751;1;vacation;50;permanent_employee;a. Less 100;e. More7 years;single;own;Area_2;Area_3;49;a. Less1 year;Public_Domain
ABC0752;1;education;50;self-employed;a. Less 100;b. Less1 years;single;own;Area_1;Area_2;23;b. 1-5 years;Public_Domain
ABC0753;6;business_loan;50;self-employed;b. 100 - 500;d. 4-7 years;single;rent;Area_4;Area_4;23;d. More10 years;Public_Domain
ABC0754;1;electronics;200;permanent_employee;a. Less 100;d. 4-7 years;single;own;Area_3;Area_2;25;b. 1-5 years;Professional_Domain
ABC0755;2;electronics;50;permanent_employee;d. 1000 - 2000;e. More7 years;married;family_owned;Area_4;Area_2;55;d. More10 years;Public_Domain
ABC0756;4;electronics;50;permanent_employee;e. More 2000;d. 4-7 years;single;rent;Area_1;Area_1;32;d. More10 years;Public_Domain
ABC0757;1;education;50;contract_employee;a. Less 100;c. 1-4 years;married;own;Area_3;Area_4;74;a. Less1 year;Public_Domain
ABC0758;1;electronics;50;permanent_employee;e. More 2000;c. 1-4 years;married;family_owned;Area_2;Area_1;39;d. More10 years;Public_Domain
ABC0759;4;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_1;Area_4;31;b. 1-5 years;Public_Domain
ABC0760;6;electronics;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_1;35;c. 5-10 years;Public_Domain
ABC0761;6;electronics;200;permanent_employee;e. More 2000;e. More7 years;single;own;Area_1;Area_2;59;d. More10 years;Public_Domain
ABC0762;3;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;single;rent;Area_1;Area_2;24;d. More10 years;Public_Domain
ABC0763;6;electronics;100;self-employed;a. Less 100;c. 1-4 years;married;own;Area_4;Area_2;24;c. 5-10 years;Public_Domain
ABC0764;6;electronics;300;unemployed;e. More 2000;e. More7 years;married;family_owned;Area_1;Area_4;30;d. More10 years;Public_Domain
ABC0765;4;electronics;100;permanent_employee;b. 100 - 500;d. 4-7 years;divorced;own;Area_3;Area_2;27;c. 5-10 years;Public_Domain
ABC0766;6;electronics;50;self-employed;a. Less 100;e. More7 years;divorced;own;Area_3;Area_1;40;c. 5-10 years;Public_Domain
ABC0767;5;electronics;100;self-employed;a. Less 100;b. Less1 years;divorced;own;Area_2;Area_1;31;d. More10 years;Professional_Domain
ABC0768;2;education;100;permanent_employee;e. More 2000;b. Less1 years;single;rent;Area_2;Area_2;31;d. More10 years;Public_Domain
ABC0769;2;vacation;100;permanent_employee;a. Less 100;e. More7 years;married;rent;Area_1;Area_2;28;d. More10 years;Professional_Domain
ABC0770;6;electronics;50;self-employed;a. Less 100;e. More7 years;married;own;Area_1;Area_3;63;d. More10 years;Public_Domain
ABC0771;4;business_loan;100;permanent_employee;e. More 2000;e. More7 years;single;rent;Area_3;Area_1;26;d. More10 years;Public_Domain
ABC0772;3;food;200;unemployed;a. Less 100;c. 1-4 years;single;own;Area_1;Area_3;25;b. 1-5 years;Professional_Domain
ABC0773;3;business_loan;100;unemployed;a. Less 100;e. More7 years;married;own;Area_1;Area_4;36;d. More10 years;Professional_Domain
ABC0774;4;vacation;100;permanent_employee;b. 100 - 500;e. More7 years;married;own;Area_1;Area_2;52;d. More10 years;Public_Domain
ABC0775;2;household_appliances;50;contract_employee;c. 500 - 1000;a. unemployed;married;family_owned;Area_4;Area_1;66;d. More10 years;Public_Domain
ABC0776;1;electronics;50;permanent_employee;e. More 2000;c. 1-4 years;single;rent;Area_2;Area_3;25;d. More10 years;Public_Domain
ABC0777;5;electronics;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_1;Area_1;37;d. More10 years;Public_Domain
ABC0778;3;electronics;100;permanent_employee;a. Less 100;d. 4-7 years;single;own;Area_2;Area_3;25;a. Less1 year;Public_Domain
ABC0779;5;business_loan;200;unemployed;d. 1000 - 2000;e. More7 years;married;own;Area_1;Area_1;38;b. 1-5 years;Public_Domain
ABC0780;3;vacation;100;permanent_employee;a. Less 100;a. unemployed;single;own;Area_2;Area_2;67;d. More10 years;Public_Domain
ABC0781;1;electronics;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_2;25;b. 1-5 years;Public_Domain
ABC0782;1;education;50;permanent_employee;d. 1000 - 2000;e. More7 years;married;own;Area_2;Area_3;60;d. More10 years;Public_Domain
ABC0783;6;education;50;self-employed;a. Less 100;c. 1-4 years;married;own;Area_2;Area_3;31;b. 1-5 years;Public_Domain
ABC0784;1;food;50;self-employed;b. 100 - 500;b. Less1 years;single;own;Area_3;Area_2;23;b. 1-5 years;Public_Domain
ABC0785;3;business_loan;200;unemployed;e. More 2000;a. unemployed;divorced;own;Area_3;Area_1;60;d. More10 years;Public_Domain
ABC0786;3;business_loan;50;self-employed;d. 1000 - 2000;c. 1-4 years;married;own;Area_4;Area_4;35;b. 1-5 years;Public_Domain
ABC0787;4;electronics;100;permanent_employee;c. 500 - 1000;e. More7 years;married;own;Area_4;Area_3;40;d. More10 years;Public_Domain
ABC0788;6;business_loan;100;permanent_employee;e. More 2000;e. More7 years;married;own;Area_1;Area_4;38;c. 5-10 years;Public_Domain
ABC0789;6;food;200;permanent_employee;a. Less 100;e. More7 years;married;family_owned;Area_2;Area_3;50;d. More10 years;Public_Domain
ABC0790;6;food;200;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_2;Area_4;27;c. 5-10 years;Public_Domain
ABC0791;3;business_loan;50;permanent_employee;a. Less 100;e. More7 years;single;own;Area_2;Area_1;39;d. More10 years;Public_Domain
ABC0792;4;business_loan;200;unemployed;e. More 2000;e. More7 years;married;own;Area_2;Area_2;41;d. More10 years;Professional_Domain
ABC0793;1;food;50;permanent_employee;e. More 2000;c. 1-4 years;divorced;own;Area_1;Area_2;27;b. 1-5 years;Public_Domain
ABC0794;4;electronics;100;permanent_employee;a. Less 100;e. More7 years;divorced;family_owned;Area_1;Area_2;51;d. More10 years;Public_Domain
ABC0795;4;electronics;100;permanent_employee;c. 500 - 1000;e. More7 years;married;rent;Area_2;Area_2;32;c. 5-10 years;Professional_Domain
ABC0796;2;electronics;100;permanent_employee;b. 100 - 500;b. Less1 years;single;rent;Area_1;Area_3;22;d. More10 years;Public_Domain
ABC0797;3;business_loan;200;permanent_employee;e. More 2000;e. More7 years;married;family_owned;Area_4;Area_2;51;d. More10 years;Public_Domain
ABC0798;2;electronics;50;self-employed;a. Less 100;b. Less1 years;single;rent;Area_4;Area_2;22;d. More10 years;Public_Domain
ABC0799;6;household_appliances;50;permanent_employee;e. More 2000;e. More7 years;divorced;own;Area_1;Area_1;54;d. More10 years;Public_Domain
ABC0800;2;education;50;contract_employee;e. More 2000;b. Less1 years;married;own;Area_2;Area_2;35;b. 1-5 years;Public_Domain
ABC0801;1;food;50;permanent_employee;a. Less 100;e. More7 years;married;family_owned;Area_1;Area_3;54;d. More10 years;Public_Domain
ABC0802;3;electronics;50;self-employed;a. Less 100;e. More7 years;single;rent;Area_2;Area_1;48;d. More10 years;Public_Domain
ABC0803;3;vacation;100;permanent_employee;a. Less 100;e. More7 years;single;own;Area_4;Area_2;24;d. More10 years;Professional_Domain
ABC0804;3;electronics;50;permanent_employee;e. More 2000;e. More7 years;married;own;Area_1;Area_1;35;d. More10 years;Public_Domain
ABC0805;6;electronics;200;contract_employee;e. More 2000;a. unemployed;single;rent;Area_1;Area_4;24;b. 1-5 years;Professional_Domain
ABC0806;5;electronics;200;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_1;24;a. Less1 year;Public_Domain
ABC0807;1;electronics;50;self-employed;a. Less 100;b. Less1 years;divorced;own;Area_1;Area_1;26;c. 5-10 years;Public_Domain
ABC0808;6;education;50;permanent_employee;e. More 2000;e. More7 years;married;own;Area_1;Area_2;65;d. More10 years;Public_Domain
ABC0809;6;business_loan;200;unemployed;a. Less 100;a. unemployed;married;family_owned;Area_1;Area_2;55;b. 1-5 years;Public_Domain
ABC0810;6;electronics;50;contract_employee;a. Less 100;b. Less1 years;single;rent;Area_1;Area_2;26;a. Less1 year;Public_Domain
ABC0811;1;business_loan;50;permanent_employee;a. Less 100;b. Less1 years;divorced;own;Area_1;Area_1;26;b. 1-5 years;Public_Domain
ABC0812;1;electronics;50;self-employed;a. Less 100;d. 4-7 years;divorced;own;Area_2;Area_4;28;c. 5-10 years;Public_Domain
ABC0813;5;business_loan;200;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_3;Area_2;24;d. More10 years;Public_Domain
ABC0814;6;household_appliances;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_2;Area_1;54;d. More10 years;Public_Domain
ABC0815;6;food;100;permanent_employee;a. Less 100;d. 4-7 years;married;family_owned;Area_1;Area_1;46;d. More10 years;Public_Domain
ABC0816;5;education;200;permanent_employee;a. Less 100;c. 1-4 years;single;rent;Area_1;Area_1;54;b. 1-5 years;Professional_Domain
ABC0817;1;household_appliances;50;permanent_employee;c. 500 - 1000;c. 1-4 years;divorced;own;Area_2;Area_1;62;d. More10 years;Public_Domain
